"d3mIndex","Region","Zone","Year","Date","precipitation","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","population","population_density","MaizeRetailPrice_li","WheatRetailPrice_li","MaizeProductionQuintal","WheatProductionQuintal","MaizeYieldQtHa","WheatYieldQtHa","Month"
1017,"Amhara","North Wello",2008,"2008-04",24.072855283,12297.11,0,12297.11,"ETH","Ethiopia",1688506,137.3092,4.65925933333333,NA,91539.61,293180.32,13.41,12.31,4
1018,"Amhara","North Wello",2008,"2008-08",257.07498874,12297.11,0,12297.11,"ETH","Ethiopia",1699841,138.231,5.41975311111111,NA,91539.61,293180.32,13.41,12.31,8
1019,"Amhara","North Wello",2008,"2008-07",255.92488391,12297.11,0,12297.11,"ETH","Ethiopia",1697008,138.0006,5.22962966666667,NA,91539.61,293180.32,13.41,12.31,7
1020,"Amhara","North Wello",2008,"2008-05",53.926369306,12297.11,0,12297.11,"ETH","Ethiopia",1691340,137.5397,4.84938277777778,NA,91539.61,293180.32,13.41,12.31,5
1021,"Amhara","North Wello",2008,"2008-06",57.237961646,12297.11,0,12297.11,"ETH","Ethiopia",1694174,137.7701,5.03950622222222,NA,91539.61,293180.32,13.41,12.31,6
1022,"Amhara","North Wello",2008,"2008-11",50.01358487,12297.11,0,12297.11,"ETH","Ethiopia",1708342,138.9223,5.39,NA,91539.61,293180.32,13.41,12.31,11
1023,"Amhara","North Wello",2009,"2009-10",45.295646837,12297.11,0,12297.11,"ETH","Ethiopia",1739514,141.4572,3.9,NA,114136.75,470389.89,18.87,12.74,10
1024,"Amhara","North Wello",2009,"2009-01",9.0495165882,12297.11,0,12297.11,"ETH","Ethiopia",1714010,139.3832,3.766667,NA,114136.75,470389.89,18.87,12.74,1
1025,"Amhara","North Wello",2009,"2009-09",23.298821601,12297.11,0,12297.11,"ETH","Ethiopia",1736680,141.2267,3.88518522222222,NA,114136.75,470389.89,18.87,12.74,9
1026,"Amhara","North Wello",2009,"2009-02",16.158260378,12297.11,0,12297.11,"ETH","Ethiopia",1716844,139.6136,3.78148177777778,NA,114136.75,470389.89,18.87,12.74,2
1027,"Amhara","North Wello",2009,"2009-08",238.02525563,12297.11,0,12297.11,"ETH","Ethiopia",1733846,140.9963,3.87037044444444,NA,114136.75,470389.89,18.87,12.74,8
1028,"Amhara","North Wello",2009,"2009-06",20.838577355,12297.11,0,12297.11,"ETH","Ethiopia",1728179,140.5354,3.84074088888889,NA,114136.75,470389.89,18.87,12.74,6
1029,"Amhara","North Wello",2009,"2009-12",27.494678805,12297.11,0,12297.11,"ETH","Ethiopia",1745181,141.9181,3.9,NA,114136.75,470389.89,18.87,12.74,12
1030,"Amhara","North Wello",2009,"2009-07",267.95367183,12297.11,0,12297.11,"ETH","Ethiopia",1731012,140.7659,3.85555566666667,NA,114136.75,470389.89,18.87,12.74,7
1031,"Amhara","North Wello",2009,"2009-04",32.2760939064,12297.11,0,12297.11,"ETH","Ethiopia",1722511,140.0745,3.81111133333333,NA,114136.75,470389.89,18.87,12.74,4
1032,"Amhara","North Wello",2009,"2009-11",11.8572655601,12297.11,0,12297.11,"ETH","Ethiopia",1742348,141.6876,3.73,NA,114136.75,470389.89,18.87,12.74,11
1033,"Amhara","North Wello",2009,"2009-05",9.8371066138,12297.11,0,12297.11,"ETH","Ethiopia",1725345,140.305,3.82592611111111,NA,114136.75,470389.89,18.87,12.74,5
1034,"Amhara","North Wello",2009,"2009-03",36.220170621,12297.11,0,12297.11,"ETH","Ethiopia",1719678,139.8441,3.79629655555556,NA,114136.75,470389.89,18.87,12.74,3
1035,"Amhara","North Wello",2010,"2010-10",10.3187326631,12297.11,0,12297.11,"ETH","Ethiopia",1774130,144.2722,2.73,NA,100914.18,502316.04,17.63,15.02,10
1036,"Amhara","North Wello",2010,"2010-08",530.11741927,12297.11,0,12297.11,"ETH","Ethiopia",1768327,143.8002,2.86333333333333,NA,100914.18,502316.04,17.63,15.02,8
1037,"Amhara","North Wello",2010,"2010-07",357.8746557,12297.11,0,12297.11,"ETH","Ethiopia",1765425,143.5643,2.93,NA,100914.18,502316.04,17.63,15.02,7
1038,"Amhara","North Wello",2010,"2010-12",15.3113992088,12297.11,0,12297.11,"ETH","Ethiopia",1779933,144.7441,2.34,NA,100914.18,502316.04,17.63,15.02,12
1039,"Amhara","North Wello",2010,"2010-02",15.0548902869,12297.11,0,12297.11,"ETH","Ethiopia",1750917,142.3845,3.26333333333333,NA,100914.18,502316.04,17.63,15.02,2
1040,"Amhara","North Wello",2010,"2010-09",63.029228551,12297.11,0,12297.11,"ETH","Ethiopia",1771228,144.0362,2.79666666666667,NA,100914.18,502316.04,17.63,15.02,9
1041,"Amhara","North Wello",2010,"2010-11",13.2140934009,12297.11,0,12297.11,"ETH","Ethiopia",1777032,144.5081,2.34,NA,100914.18,502316.04,17.63,15.02,11
1042,"Amhara","North Wello",2010,"2010-04",100.648113531,12297.11,0,12297.11,"ETH","Ethiopia",1756720,142.8564,3.13,NA,100914.18,502316.04,17.63,15.02,4
1043,"Amhara","North Wello",2010,"2010-01",5.6277515116,12297.11,0,12297.11,"ETH","Ethiopia",1748015,142.1485,3.33,NA,100914.18,502316.04,17.63,15.02,1
1044,"Amhara","North Wello",2010,"2010-06",17.0052211391,12297.11,0,12297.11,"ETH","Ethiopia",1762523,143.3283,2.99666666666667,NA,100914.18,502316.04,17.63,15.02,6
1045,"Amhara","North Wello",2010,"2010-05",97.630519288,12297.11,0,12297.11,"ETH","Ethiopia",1759622,143.0923,3.06333333333333,NA,100914.18,502316.04,17.63,15.02,5
1046,"Amhara","North Wello",2010,"2010-03",39.408891176,12297.11,0,12297.11,"ETH","Ethiopia",1753818,142.6204,3.19666666666667,NA,100914.18,502316.04,17.63,15.02,3
1047,"Amhara","North Wello",2011,"2011-01",8.5962003683,12297.11,0,12297.11,"ETH","Ethiopia",1782835,144.98,3.622222,NA,NA,NA,NA,NA,1
1048,"Amhara","North Wello",2011,"2011-02",3.2593334861,12297.11,0,12297.11,"ETH","Ethiopia",1785736,145.216,3.65864177777778,NA,NA,NA,NA,NA,2
1049,"Amhara","North Wello",2011,"2011-03",53.278198157,12297.11,0,12297.11,"ETH","Ethiopia",1788638,145.452,3.69506155555556,NA,NA,NA,NA,NA,3
1050,"Amhara","North Wello",2011,"2011-04",71.695319704,12297.11,0,12297.11,"ETH","Ethiopia",1791540,145.6879,3.73148133333333,NA,NA,NA,NA,NA,4
1051,"Amhara","North Wello",2011,"2011-05",78.125870159,12297.11,0,12297.11,"ETH","Ethiopia",1794441,145.9239,3.76790111111111,NA,NA,NA,NA,NA,5
1052,"Amhara","North Wello",2011,"2011-06",28.120316199,12297.11,0,12297.11,"ETH","Ethiopia",1797343,146.1598,3.80432088888889,NA,NA,NA,NA,NA,6
1053,"Amhara","North Wello",2011,"2011-07",241.74032464,12297.11,0,12297.11,"ETH","Ethiopia",1800245,146.3958,3.84074066666667,NA,NA,NA,NA,NA,7
1054,"Amhara","North Wello",2011,"2011-08",303.1154696,12297.11,0,12297.11,"ETH","Ethiopia",1803146,146.6318,3.87716044444444,NA,NA,NA,NA,NA,8
1055,"Amhara","North Wello",2011,"2011-09",62.788645612,12297.11,0,12297.11,"ETH","Ethiopia",1806048,146.8677,3.91358022222222,NA,NA,NA,NA,NA,9
1056,"Amhara","North Wello",2011,"2011-10",13.498634183,12297.11,0,12297.11,"ETH","Ethiopia",1808950,147.1037,3.95,NA,NA,NA,NA,NA,10
1057,"Amhara","North Wello",2011,"2011-11",98.295607771,12297.11,0,12297.11,"ETH","Ethiopia",1811851,147.3397,4.74,NA,NA,NA,NA,NA,11
1058,"Amhara","North Wello",2011,"2011-12",5.3094627319,12297.11,0,12297.11,"ETH","Ethiopia",1814753,147.5756,5.102778,NA,NA,NA,NA,NA,12
1059,"Amhara","North Wello",2012,"2012-08",271.0745177,12297.11,0,12297.11,"ETH","Ethiopia",1837966,149.4633,5.51567911111111,NA,94903.77,348658.93,12.85,13.41,8
1060,"Amhara","North Wello",2012,"2012-10",17.2041905533,12297.11,0,12297.11,"ETH","Ethiopia",1843769,149.9352,5.53,NA,94903.77,348658.93,12.85,13.41,10
1061,"Amhara","North Wello",2012,"2012-02",6.9343372914,12297.11,0,12297.11,"ETH","Ethiopia",1820556,148.0475,5.47271644444444,NA,94903.77,348658.93,12.85,13.41,2
1062,"Amhara","North Wello",2012,"2012-07",329.74197149,12297.11,0,12297.11,"ETH","Ethiopia",1835064,149.2274,5.50851866666667,NA,94903.77,348658.93,12.85,13.41,7
1063,"Amhara","North Wello",2012,"2012-06",33.47519439,12297.11,0,12297.11,"ETH","Ethiopia",1832163,148.9914,5.50135822222222,NA,94903.77,348658.93,12.85,13.41,6
1064,"Amhara","North Wello",2012,"2012-12",8.1820252117,12297.11,0,12297.11,"ETH","Ethiopia",1849573,150.4072,6,NA,94903.77,348658.93,12.85,13.41,12
1065,"Amhara","North Wello",2012,"2012-11",15.405632458,12297.11,0,12297.11,"ETH","Ethiopia",1846671,150.1712,5.85,NA,94903.77,348658.93,12.85,13.41,11
1066,"Amhara","North Wello",2012,"2012-09",34.791765685,12297.11,0,12297.11,"ETH","Ethiopia",1840868,149.6993,5.52283955555556,NA,94903.77,348658.93,12.85,13.41,9
1067,"Amhara","North Wello",2012,"2012-04",145.084628368,12297.11,0,12297.11,"ETH","Ethiopia",1826360,148.5195,5.48703733333333,NA,94903.77,348658.93,12.85,13.41,4
1068,"Amhara","North Wello",2012,"2012-05",36.599299922,12297.11,0,12297.11,"ETH","Ethiopia",1829261,148.7554,5.49419777777778,NA,94903.77,348658.93,12.85,13.41,5
1069,"Amhara","North Wello",2012,"2012-01",7.7929303705,12297.11,0,12297.11,"ETH","Ethiopia",1817655,147.8116,5.465556,NA,94903.77,348658.93,12.85,13.41,1
1070,"Amhara","North Wello",2012,"2012-03",150.336206244,12297.11,0,12297.11,"ETH","Ethiopia",1823458,148.2835,5.47987688888889,NA,94903.77,348658.93,12.85,13.41,3
1071,"Amhara","North Wello",2013,"2013-11",14.8792743137,12297.11,0,12297.11,"ETH","Ethiopia",1881491,153.0027,6.09015154545455,NA,81467.95,308482.31,13.38,13.21,11
1072,"Amhara","North Wello",2013,"2013-10",84.102437571,12297.11,0,12297.11,"ETH","Ethiopia",1878589,152.7668,6.18030309090909,NA,81467.95,308482.31,13.38,13.21,10
1073,"Amhara","North Wello",2013,"2013-03",32.143349978,12297.11,0,12297.11,"ETH","Ethiopia",1858278,151.115,6.81136390909091,NA,81467.95,308482.31,13.38,13.21,3
1074,"Amhara","North Wello",2013,"2013-02",3.7128552356,12297.11,0,12297.11,"ETH","Ethiopia",1855376,150.8791,6.90151545454545,NA,81467.95,308482.31,13.38,13.21,2
1075,"Amhara","North Wello",2013,"2013-12",4.221479007,12297.11,0,12297.11,"ETH","Ethiopia",1884393,153.2387,6,NA,81467.95,308482.31,13.38,13.21,12
1076,"Amhara","North Wello",2013,"2013-08",260.21825558,12297.11,0,12297.11,"ETH","Ethiopia",1872786,152.2949,6.36060618181818,NA,81467.95,308482.31,13.38,13.21,8
1077,"Amhara","North Wello",2013,"2013-05",29.861510636,12297.11,0,12297.11,"ETH","Ethiopia",1864081,151.587,6.63106081818182,NA,81467.95,308482.31,13.38,13.21,5
1078,"Amhara","North Wello",2013,"2013-09",39.497082523,12297.11,0,12297.11,"ETH","Ethiopia",1875688,152.5308,6.27045463636364,NA,81467.95,308482.31,13.38,13.21,9
1079,"Amhara","North Wello",2013,"2013-01",16.7418490662,12297.11,0,12297.11,"ETH","Ethiopia",1852474,150.6431,6.991667,NA,81467.95,308482.31,13.38,13.21,1
1080,"Amhara","North Wello",2013,"2013-07",311.35300402,12297.11,0,12297.11,"ETH","Ethiopia",1869884,152.0589,6.45075772727273,NA,81467.95,308482.31,13.38,13.21,7
1081,"Amhara","North Wello",2013,"2013-06",29.26731339,12297.11,0,12297.11,"ETH","Ethiopia",1866983,151.8229,6.54090927272727,NA,81467.95,308482.31,13.38,13.21,6
1082,"Amhara","North Wello",2013,"2013-04",83.007660559,12297.11,0,12297.11,"ETH","Ethiopia",1861179,151.351,6.72121236363636,NA,81467.95,308482.31,13.38,13.21,4
1083,"Amhara","North Wello",2014,"2014-07",237.97019521,12297.11,0,12297.11,"ETH","Ethiopia",1904704,154.8904,5.74875,NA,94256.84,420759.86,15.89,13.67,7
1084,"Amhara","North Wello",2014,"2014-05",87.523963441,12297.11,0,12297.11,"ETH","Ethiopia",1898901,154.4185,5.76791666666667,NA,94256.84,420759.86,15.89,13.67,5
1085,"Amhara","North Wello",2014,"2014-10",49.397543193,12297.11,0,12297.11,"ETH","Ethiopia",1913409,155.5983,5.72,NA,94256.84,420759.86,15.89,13.67,10
1086,"Amhara","North Wello",2014,"2014-11",21.971542134,12297.11,0,12297.11,"ETH","Ethiopia",1916311,155.8343,5.14,NA,94256.84,420759.86,15.89,13.67,11
1087,"Amhara","North Wello",2014,"2014-09",119.94238798,12297.11,0,12297.11,"ETH","Ethiopia",1910507,155.3624,5.72958333333333,NA,94256.84,420759.86,15.89,13.67,9
1088,"Amhara","North Wello",2014,"2014-12",9.2190659342,12297.11,0,12297.11,"ETH","Ethiopia",1919212,156.0702,4.74,NA,94256.84,420759.86,15.89,13.67,12
1089,"Amhara","North Wello",2014,"2014-01",6.1969930738,12297.11,0,12297.11,"ETH","Ethiopia",1887294,153.4747,5.80625,NA,94256.84,420759.86,15.89,13.67,1
1090,"Amhara","North Wello",2014,"2014-08",294.143354,12297.11,0,12297.11,"ETH","Ethiopia",1907606,155.1264,5.73916666666667,NA,94256.84,420759.86,15.89,13.67,8
1091,"Amhara","North Wello",2014,"2014-06",21.903209987,12297.11,0,12297.11,"ETH","Ethiopia",1901802,154.6545,5.75833333333333,NA,94256.84,420759.86,15.89,13.67,6
1092,"Amhara","North Wello",2014,"2014-02",20.804400305,12297.11,0,12297.11,"ETH","Ethiopia",1890196,153.7106,5.79666666666667,NA,94256.84,420759.86,15.89,13.67,2
1093,"Amhara","North Wello",2014,"2014-03",38.842165965,12297.11,0,12297.11,"ETH","Ethiopia",1893098,153.9466,5.78708333333333,NA,94256.84,420759.86,15.89,13.67,3
1094,"Amhara","North Wello",2014,"2014-04",49.268213454,12297.11,0,12297.11,"ETH","Ethiopia",1895999,154.1825,5.7775,NA,94256.84,420759.86,15.89,13.67,4
1095,"Amhara","North Wello",2015,"2015-02",4.0347998593,12297.11,0,12297.11,"ETH","Ethiopia",1925024,156.5429,NA,NA,120927.76,652066.51,18.1,18.14,2
1096,"Amhara","North Wello",2015,"2015-11",23.450426877,12297.11,0,12297.11,"ETH","Ethiopia",1951216,158.6728,NA,NA,120927.76,652066.51,18.1,18.14,11
1097,"Amhara","North Wello",2015,"2015-09",68.203477155,12297.11,0,12297.11,"ETH","Ethiopia",1945396,158.1995,NA,NA,120927.76,652066.51,18.1,18.14,9
1098,"Amhara","North Wello",2015,"2015-06",35.097137953,12297.11,0,12297.11,"ETH","Ethiopia",1936665,157.4895,NA,NA,120927.76,652066.51,18.1,18.14,6
1099,"Amhara","North Wello",2015,"2015-05",70.297334851,12297.11,0,12297.11,"ETH","Ethiopia",1933755,157.2528,NA,NA,120927.76,652066.51,18.1,18.14,5
1100,"Amhara","North Wello",2015,"2015-07",91.439988999,12297.11,0,12297.11,"ETH","Ethiopia",1939575,157.7261,NA,NA,120927.76,652066.51,18.1,18.14,7
1101,"Amhara","North Wello",2015,"2015-04",40.195674893,12297.11,0,12297.11,"ETH","Ethiopia",1930845,157.0162,NA,NA,120927.76,652066.51,18.1,18.14,4
1102,"Amhara","North Wello",2015,"2015-01",2.6076538782,12297.11,0,12297.11,"ETH","Ethiopia",1922114,156.3062,4.326667,NA,120927.76,652066.51,18.1,18.14,1
1103,"Amhara","North Wello",2015,"2015-12",36.310479731,12297.11,0,12297.11,"ETH","Ethiopia",1954126,158.9094,NA,NA,120927.76,652066.51,18.1,18.14,12
1104,"Amhara","North Wello",2015,"2015-08",267.06332593,12297.11,0,12297.11,"ETH","Ethiopia",1942485,157.9628,NA,NA,120927.76,652066.51,18.1,18.14,8
1105,"Amhara","North Wello",2015,"2015-10",10.8089877757,12297.11,0,12297.11,"ETH","Ethiopia",1948306,158.4361,NA,NA,120927.76,652066.51,18.1,18.14,10
1106,"Amhara","North Wello",2015,"2015-03",66.010260666,12297.11,0,12297.11,"ETH","Ethiopia",1927934,156.7795,NA,NA,120927.76,652066.51,18.1,18.14,3
1107,"Amhara","North Wello",2016,"2016-11",9.7381563988,12297.11,0,12297.11,"ETH","Ethiopia",1986138,161.5126,NA,NA,147352.1,627081.04,20.08,18.92,11
1108,"Amhara","North Wello",2016,"2016-10",16.4233572693,12297.11,0,12297.11,"ETH","Ethiopia",1983228,161.276,NA,NA,147352.1,627081.04,20.08,18.92,10
1109,"Amhara","North Wello",2016,"2016-09",76.914843571,12297.11,0,12297.11,"ETH","Ethiopia",1980318,161.0393,NA,NA,147352.1,627081.04,20.08,18.92,9
1110,"Amhara","North Wello",2016,"2016-08",276.5318623,12297.11,0,12297.11,"ETH","Ethiopia",1977408,160.8027,NA,NA,147352.1,627081.04,20.08,18.92,8
1111,"Amhara","North Wello",2016,"2016-05",110.767539216,12297.11,0,12297.11,"ETH","Ethiopia",1968677,160.0927,NA,NA,147352.1,627081.04,20.08,18.92,5
1112,"Amhara","North Wello",2016,"2016-07",313.07406086,12297.11,0,12297.11,"ETH","Ethiopia",1974498,160.566,NA,NA,147352.1,627081.04,20.08,18.92,7
1113,"Amhara","North Wello",2016,"2016-03",48.791007113,12297.11,0,12297.11,"ETH","Ethiopia",1962857,159.6194,NA,NA,147352.1,627081.04,20.08,18.92,3
1114,"Amhara","North Wello",2016,"2016-12",6.2775674281,12297.11,0,12297.11,"ETH","Ethiopia",1989049,161.7493,NA,NA,147352.1,627081.04,20.08,18.92,12
1115,"Amhara","North Wello",2016,"2016-01",15.7042040048,12297.11,0,12297.11,"ETH","Ethiopia",1957036,159.1461,NA,NA,147352.1,627081.04,20.08,18.92,1
1116,"Amhara","North Wello",2016,"2016-06",47.834917256,12297.11,0,12297.11,"ETH","Ethiopia",1971587,160.3294,NA,NA,147352.1,627081.04,20.08,18.92,6
1117,"Amhara","North Wello",2016,"2016-02",25.735603201,12297.11,0,12297.11,"ETH","Ethiopia",1959947,159.3827,NA,NA,147352.1,627081.04,20.08,18.92,2
1118,"Amhara","North Wello",2016,"2016-04",82.600522012,12297.11,0,12297.11,"ETH","Ethiopia",1965767,159.8561,NA,NA,147352.1,627081.04,20.08,18.92,4
1119,"Amhara","North Wello",2017,"2017-07",201.41054925,12297.11,0,12297.11,"ETH","Ethiopia",2009420,163.4059,NA,NA,115074.35,474444.38,15.98,14.82,7
1120,"Amhara","North Wello",2017,"2017-09",80.732658624,12297.11,0,12297.11,"ETH","Ethiopia",2015240,163.8792,NA,NA,115074.35,474444.38,15.98,14.82,9
1121,"Amhara","North Wello",2017,"2017-01",5.4859712838,12297.11,0,12297.11,"ETH","Ethiopia",1991959,161.986,NA,NA,115074.35,474444.38,15.98,14.82,1
1122,"Amhara","North Wello",2017,"2017-03",65.796305569,12297.11,0,12297.11,"ETH","Ethiopia",1997779,162.4593,NA,NA,115074.35,474444.38,15.98,14.82,3
1123,"Amhara","North Wello",2017,"2017-10",33.139134939,12297.11,0,12297.11,"ETH","Ethiopia",2018151,164.1159,NA,NA,115074.35,474444.38,15.98,14.82,10
1124,"Amhara","North Wello",2017,"2017-05",85.315667767,12297.11,0,12297.11,"ETH","Ethiopia",2003600,162.9326,NA,NA,115074.35,474444.38,15.98,14.82,5
1125,"Amhara","North Wello",2017,"2017-02",59.800726836,12297.11,0,12297.11,"ETH","Ethiopia",1994869,162.2226,NA,NA,115074.35,474444.38,15.98,14.82,2
1126,"Amhara","North Wello",2017,"2017-04",54.47771383,12297.11,0,12297.11,"ETH","Ethiopia",2000689,162.6959,NA,NA,115074.35,474444.38,15.98,14.82,4
1127,"Amhara","North Wello",2017,"2017-08",296.37192655,12297.11,0,12297.11,"ETH","Ethiopia",2012330,163.6426,NA,NA,115074.35,474444.38,15.98,14.82,8
1128,"Amhara","North Wello",2017,"2017-11",8.2082539799,12297.11,0,12297.11,"ETH","Ethiopia",2021061,164.3525,NA,NA,115074.35,474444.38,15.98,14.82,11
1129,"Amhara","North Wello",2017,"2017-12",10.442630888,12297.11,0,12297.11,"ETH","Ethiopia",2023971,164.5892,NA,NA,115074.35,474444.38,15.98,14.82,12
1130,"Amhara","North Wello",2017,"2017-06",19.16681523,12297.11,0,12297.11,"ETH","Ethiopia",2006510,163.1692,NA,NA,115074.35,474444.38,15.98,14.82,6
1131,"Amhara","North Wello",2018,"2018-01",9.65553986027967,12297.11,0,12297.11,"ETH","Ethiopia",2026881,164.8258,NA,NA,NA,NA,NA,NA,1
1132,"Amhara","North Wello",2018,"2018-02",38.8002065938321,12297.11,0,12297.11,"ETH","Ethiopia",2029791,165.0625,NA,NA,NA,NA,NA,NA,2
1133,"Amhara","North Wello",2018,"2018-03",21.5827967670892,12297.11,0,12297.11,"ETH","Ethiopia",2032702,165.2992,NA,NA,NA,NA,NA,NA,3
1134,"Amhara","North Wello",2018,"2018-04",77.2248929250645,12297.11,0,12297.11,"ETH","Ethiopia",2035612,165.5358,NA,NA,NA,NA,NA,NA,4
1135,"Amhara","North Wello",2018,"2018-05",20.1402818624106,12297.11,0,12297.11,"ETH","Ethiopia",2038522,165.7725,NA,NA,NA,NA,NA,NA,5
1136,"Amhara","North Wello",2018,"2018-06",73.7492772200159,12297.11,0,12297.11,"ETH","Ethiopia",2041432,166.0091,NA,NA,NA,NA,NA,NA,6
1137,"Amhara","North Wello",2018,"2018-07",267.104874947313,12297.11,0,12297.11,"ETH","Ethiopia",2044342,166.2458,NA,NA,NA,NA,NA,NA,7
1138,"Amhara","North Wello",2018,"2018-08",386.800577628022,12297.11,0,12297.11,"ETH","Ethiopia",2047253,166.4824,NA,NA,NA,NA,NA,NA,8
1139,"Amhara","North Wello",2018,"2018-09",79.3643855771589,12297.11,0,12297.11,"ETH","Ethiopia",2050163,166.7191,NA,NA,NA,NA,NA,NA,9
1140,"Amhara","North Wello",2018,"2018-10",36.8736402119354,12297.11,0,12297.11,"ETH","Ethiopia",2053073,166.9557,NA,NA,NA,NA,NA,NA,10
1141,"Amhara","North Wello",2018,"2018-11",43.7674985319881,12297.11,0,12297.11,"ETH","Ethiopia",2055983,167.1924,NA,NA,NA,NA,NA,NA,11
1142,"Amhara","North Wello",2018,"2018-12",4.90175005744948,12297.11,0,12297.11,"ETH","Ethiopia",2058893,167.4291,NA,NA,NA,NA,NA,NA,12
1143,"Amhara","North Wello",2019,"2019-07",152.242948128268,12297.11,0,12297.11,"ETH","Ethiopia",2079265,169.0857,NA,NA,NA,NA,NA,NA,7
1144,"Amhara","North Wello",2019,"2019-08",194.179097286691,12297.11,0,12297.11,"ETH","Ethiopia",2082175,169.3223,NA,NA,NA,NA,NA,NA,8
1145,"Amhara","North Wello",2019,"2019-01",0.596098199371668,12297.11,0,12297.11,"ETH","Ethiopia",2061804,167.6657,NA,NA,NA,NA,NA,NA,1
1146,"Amhara","North Wello",2019,"2019-02",53.8889879529953,12297.11,0,12297.11,"ETH","Ethiopia",2064714,167.9024,NA,NA,NA,NA,NA,NA,2
1147,"Amhara","North Wello",2019,"2019-03",86.6426381004492,12297.11,0,12297.11,"ETH","Ethiopia",2067624,168.139,NA,NA,NA,NA,NA,NA,3
1148,"Amhara","North Wello",2019,"2019-04",116.274843032923,12297.11,0,12297.11,"ETH","Ethiopia",2070534,168.3757,NA,NA,NA,NA,NA,NA,4
1149,"Amhara","North Wello",2019,"2019-05",56.3286968551217,12297.11,0,12297.11,"ETH","Ethiopia",2073444,168.6123,NA,NA,NA,NA,NA,NA,5
1150,"Amhara","North Wello",2019,"2019-06",60.9509607865237,12297.11,0,12297.11,"ETH","Ethiopia",2076355,168.849,NA,NA,NA,NA,NA,NA,6
1151,"Amhara","Oromiya",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84499,NA,11.61,NA,NA
1152,"Amhara","Oromiya",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82915.33,207.62,16.86,4.94,NA
1153,"Amhara","Oromiya",2008,"2008-08",201.19785344,3805.731,0,3805.731,"ETH","Ethiopia",518095,136.1355,5.73679022222222,NA,85308.21,NA,14.92,NA,8
1154,"Amhara","Oromiya",2008,"2008-05",42.958436038,3805.731,0,3805.731,"ETH","Ethiopia",515504,135.4547,5.04197555555556,NA,85308.21,NA,14.92,NA,5
1155,"Amhara","Oromiya",2008,"2008-02",4.3122741402,3805.731,0,3805.731,"ETH","Ethiopia",512913,134.7739,4.34716088888889,NA,85308.21,NA,14.92,NA,2
1156,"Amhara","Oromiya",2008,"2008-01",18.708690554,3805.731,0,3805.731,"ETH","Ethiopia",512049.4,134.547,4.115556,NA,85308.21,NA,14.92,NA,1
1157,"Amhara","Oromiya",2008,"2008-09",66.181875368,3805.731,0,3805.731,"ETH","Ethiopia",518958.6,136.3624,5.96839511111111,NA,85308.21,NA,14.92,NA,9
1158,"Amhara","Oromiya",2008,"2008-07",246.77470844,3805.731,0,3805.731,"ETH","Ethiopia",517231.3,135.9086,5.50518533333333,NA,85308.21,NA,14.92,NA,7
1159,"Amhara","Oromiya",2008,"2008-11",61.41090946,3805.731,0,3805.731,"ETH","Ethiopia",520685.9,136.8163,3.6,NA,85308.21,NA,14.92,NA,11
1160,"Amhara","Oromiya",2008,"2008-03",3.292938015,3805.731,0,3805.731,"ETH","Ethiopia",513776.7,135.0008,4.57876577777778,NA,85308.21,NA,14.92,NA,3
