"d3mIndex","EVENT_DATE","TIME_PRECISION","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","INTER1","ACTOR2","ASSOC_ACTOR_2","INTER2","INTERACTION","REGION","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","GEO_PRECISION","SOURCE","SOURCE_SCALE","FATALITIES"
767,"2015-12-16",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","North Shewa","Mulo","Mulo",9.333,38.683,1,"Ethiopia Human Rights Project","Other",0
768,"2015-12-16",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","East Harerghe","Haro Maya","Aweday",9.358,42.046,1,"Daandii; Ethiopia Human Rights Project; HRW","Other",2
769,"2015-12-16",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","West Wellega","Babo Gambela","Debeka",9.467,35.2,1,"Ethiopia Human Rights Project","Other",0
770,"2015-12-16",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","Arsi","Robe","Sedika",7.633,39.817,1,"Ethiopia Human Rights Project","Other",0
771,"2015-12-16",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","West Wellega","Nejo","Nejo",9.5,35.5,1,"Ethiopia Human Rights Project","Other",1
772,"2015-12-17",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","West Harerghe","Mieso","Asabot",9.278,40.572,2,"Ethiopia Human Rights Project","Other",0
773,"2015-12-17",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","East Wellega","Gida Ayana","Ayana",9.883,36.617,1,"Ethiopia Human Rights Project","Other",0
774,"2015-12-17",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","West Shewa","Bako Tibe","Bako Tibe",9,37.167,2,"Ethiopia Human Rights Project","Other",0
775,"2015-12-17",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","East Wellega","Kiremu","Kiremu",9.95,36.867,1,"Ethiopia Human Rights Project","Other",0
776,"2015-12-17",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","East Wellega","Hama Wagalo","Mote",9.25,36.783,1,"Ethiopia Human Rights Project","Other",0
777,"2015-12-17",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","East Wellega","Guto Gida","Nekemt",9.083,36.55,1,"Ethiopia Human Rights Project","Other",0
778,"2015-12-17",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","East Wellega","Sibu Sire","Sire",9.033,36.867,1,"Ethiopia Human Rights Project","Other",0
779,"2015-12-17",2,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","West Shewa","Abuna G/Beret","Awara",9.567,38.033,2,"Ethiopia Human Rights Project","Other",1
780,"2015-12-17",2,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","East Harerghe","Meta","Chelenko",9.401,41.56,1,"Ethiopia Human Rights Project","Other",1
781,"2015-12-17",2,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","South West Shewa","Ilu","Debre Genet",8.783,38.333,1,"Ethiopia Human Rights Project","Other",1
782,"2015-12-17",2,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","North Shewa","Fiche","Fiche",9.8,38.733,1,"Ethiopia Human Rights Project","Other",1
783,"2015-12-17",3,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","West Wellega","Gidami","Gidami",8.983,34.617,1,"Ethiopia Human Rights Project","Other",2
784,"2015-12-17",2,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","East Harerghe","Malka Balo","Harawacha",9.161,41.335,1,"Ethiopia Human Rights Project","Other",1
785,"2015-12-17",2,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","South West Shewa","Kersana Malima","Malima",8.517,38.383,1,"Ethiopia Human Rights Project","Other",1
786,"2015-12-17",2,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","East Shewa","Dugda","Meki",8.156,38.826,2,"Ethiopia Human Rights Project","Other",1
787,"2015-12-17",2,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","East Wellega","Nunu Kumba","Nunu Kumba",8.667,36.75,1,"Ethiopia Human Rights Project","Other",1
788,"2015-12-17",2,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","East Wellega","Sasiga","Sasiga",9.163,36.505,1,"Ethiopia Human Rights Project","Other",1
789,"2015-12-17",3,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","Arsi","Shashamane","Shashamane",7.2,38.6,1,"Ethiopia Human Rights Project","Other",1
790,"2015-12-17",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","North Shewa","Jido","Jida",9.333,38.883,1,"Ethiopia Human Rights Project","Other",0
791,"2015-12-17",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","Oromia-Finfinne","Sululta","Sululta",9.183,38.75,1,"Ethiopia Human Rights Project","Other",0
792,"2015-12-17",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","West Wellega","Yubdo","Yubdo",8.95,35.45,1,"Ethiopia Human Rights Project","Other",0
793,"2015-12-17",3,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","West Wellega","Ayra","Ayra",9.1,35.4,1,"Ethiopia Human Rights Project","Other",1
794,"2015-12-17",3,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","East Harerghe","Girawa","Girawa",9.133,41.839,1,"Ethiopia Human Rights Project","Other",1
795,"2015-12-17",2,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","East Wellega","Boneya Boshe","Eden Billo",8.9,37,1,"Ethiopia Human Rights Project","Other",1
796,"2015-12-17",1,"Riots","Violent demonstration","Rioters (Ethiopia)","",5,"Police Forces of Ethiopia (1995-2018)","",1,15,"Eastern Africa","Addis Ababa","Addis Ababa","Lideta","Lideta",9.012,38.734,1,"Ethiomedia","National",0
797,"2015-12-17",2,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","Arsi","Shala","Aje",7.283,38.35,1,"Ethiopia Human Rights Project; HRW","Other",1
798,"2015-12-17",2,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","West Shewa","Ambo Zuria","Ambo",8.983,37.85,2,"Ethiopia Human Rights Project; HRW","Other",2
799,"2015-12-17",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","West Harerghe","Mieso","Asebe Teferi",9.086,40.867,1,"HRW; Ethiopia Human Rights Project","Other",1
800,"2015-12-17",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","West Shewa","Bako Tibe","Bako Tibe",9,37.167,1,"Ethiopia Human Rights Project; HRW","Other",1
801,"2015-12-17",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","West Shewa","Cheliya","Gedo",9.017,37.45,1,"HRW; Ethiopia Human Rights Project","Other",1
802,"2015-12-17",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","Horo Gudru Welega","Horo","Shambu",9.567,37.1,2,"Ethiopia Human Rights Project; HRW","Other",1
803,"2015-12-17",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","South West Shewa","Tole","Tole",8.517,38.267,1,"HRW; Ethiopia Human Rights Project; Daandii","Other",4
804,"2015-12-17",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","West Wellega","Gidami","Chanka",8.867,35.067,1,"Daandii; HRW; Ethiopia Human Rights Project","Other",2
805,"2015-12-17",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","West Shewa","Adda Berga","Adda Berga",9.25,38.417,2,"HRW; Daandii","Other",3
806,"2015-12-17",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","West Wellega","Sayo","Dembi Dolo",8.533,34.8,1,"HRW; Daandii","Other",1
807,"2015-12-18",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","West Wellega","Anfillo","Mugi",8.483,34.583,2,"Ethiopia Human Rights Project","Other",0
808,"2015-12-18",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","South West Shewa","Tole","Tole",8.517,38.267,1,"Ethiopia Human Rights Project","Other",0
809,"2015-12-19",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","West Shewa","Adda Berga","Adda Berga",9.25,38.417,2,"HRW; Ethiopia Human Rights Project","Other",1
810,"2015-12-20",2,"Violence against civilians","Abduction/forced disappearance","Police Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia); Women (Ethiopia)",7,17,"Eastern Africa","Oromia","East Wellega","Guto Gida","Nekemt",9.083,36.55,2,"HRW","Other",0
811,"2015-12-20",1,"Protests","Protest with intervention","Protesters (Ethiopia)","Students (Ethiopia); Oromo Ethnic Group (Ethiopia)",6,"Police Forces of Ethiopia (1995-2018)","",1,16,"Eastern Africa","Oromia","Jimma","Kersa","Jima",7.667,36.833,1,"Local Source","Subnational",0
812,"2015-12-21",1,"Battles","Armed clash","OLF: Oromo Liberation Front","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Oromia","West Wellega","Nejo","Gida",9.341,35.395,1,"Voice of Oromo Liberation","Subnational",8
813,"2015-12-21",1,"Protests","Protest with intervention","Protesters (Ethiopia)","Students (Ethiopia); Oromo Ethnic Group (Ethiopia)",6,"Police Forces of Ethiopia (1995-2018)","",1,16,"Eastern Africa","Oromia","East Harerghe","Haro Maya","Haramaya University",9.424,42.036,1,"Local Source","Subnational",0
814,"2015-12-21",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Civilians (Ethiopia); Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","West Wellega","Gimbi","Gimbi",9.167,35.833,2,"Daandii; Ethiopia Human Rights Project","Other",2
815,"2015-12-21",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","East Wellega","Goda Watiyo","Goda Watiyo",9.4,37.567,1,"Ethiopia Human Rights Project; HRW","Other",1
816,"2015-12-21",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","Horo Gudru Welega","Horo","Shambu",9.567,37.1,2,"HRW; Daandii","Other",2
817,"2015-12-22",1,"Battles","Armed clash","OLF: Oromo Liberation Front","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Oromia","West Harerghe","Mieso","Asebe Teferi",9.086,40.867,2,"Voice of Oromo Liberation","Subnational",1
818,"2015-12-22",1,"Battles","Armed clash","OLF: Oromo Liberation Front","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Oromia","West Harerghe","Boke","Boke",8.72,40.64,1,"Voice of Oromo Liberation","Subnational",7
819,"2015-12-22",1,"Battles","Armed clash","OLF: Oromo Liberation Front","",2,"Military Forces of Ethiopia (1995-2018)","Police Forces of Ethiopia (1995-2018)",1,12,"Eastern Africa","Oromia","Borena","Moyale","Moyale",3.539,39.049,1,"Voice of Oromo Liberation","Subnational",5
820,"2015-12-23",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","West Harerghe","Mieso","Asabot",9.278,40.572,1,"HRW","Other",1
821,"2015-12-23",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","Oromia-Finfinne","Sululta","Sululta",9.183,38.75,1,"Ethiopia Human Rights Project","Other",1
822,"2015-12-23",1,"Battles","Armed clash","OLF: Oromo Liberation Front","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Oromia","West Harerghe","Mieso","Asebe Teferi",9.086,40.867,2,"Voice of Oromo Liberation","Subnational",0
823,"2015-12-25",2,"Protests","Excessive force against protesters","Police Forces of Ethiopia (1995-2018)","Military Forces of Ethiopia (1995-2018)",1,"Protesters (Ethiopia)","Students (Ethiopia); Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","Arsi","Shashamane","Shashamane",7.2,38.6,1,"HRW","Other",1
824,"2015-12-25",1,"Protests","Excessive force against protesters","Protesters (Ethiopia)","Students (Ethiopia); Oromo Ethnic Group (Ethiopia)",6,"Police Forces of Ethiopia (1995-2018)","",1,16,"Eastern Africa","Oromia","East Wellega","Guto Gida","Nekemt",9.083,36.55,1,"Local Source","Subnational",0
825,"2015-12-25",1,"Protests","Excessive force against protesters","Protesters (Ethiopia)","Students (Ethiopia); Oromo Ethnic Group (Ethiopia)",6,"Police Forces of Ethiopia (1995-2018)","",1,16,"Eastern Africa","Oromia","North Shewa","Wara Jarso","Tulu Milki",9.922,38.342,1,"Local Source","Subnational",0
826,"2015-12-25",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","Oromia-Finfinne","Sululta","Sululta",9.183,38.75,1,"Ethiopia Human Rights Project","Other",1
827,"2015-12-26",1,"Battles","Armed clash","OLF: Oromo Liberation Front","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Oromia","West Harerghe","Boke","Boke",8.72,40.64,1,"Voice of Oromo Liberation","Subnational",2
828,"2015-12-26",1,"Battles","Armed clash","OLF: Oromo Liberation Front","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Oromia","West Harerghe","Goba Koricha","Habro",8.909,40.517,1,"Voice of Oromo Liberation","Subnational",1
829,"2015-12-26",1,"Protests","Excessive force against protesters","Protesters (Ethiopia)","Students (Ethiopia); Oromo Ethnic Group (Ethiopia)",6,"Police Forces of Ethiopia (1995-2018)","",1,16,"Eastern Africa","Oromia","Bale","Agarfa","Agarfa",7.283,39.817,1,"Local Source","Subnational",0
830,"2015-12-26",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Oromo Ethnic Group (Ethiopia)",6,16,"Eastern Africa","Oromia","West Wellega","Lalo Kile","Lalo",8.917,35.35,1,"HRW; Ethiopia Human Rights Project","Other",1
831,"2015-12-27",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Students (Ethiopia); Oromo Ethnic Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","West Shewa","Ambo Zuria","Ambo",8.983,37.85,1,"Ethiopia Human Rights Project","Other",0
832,"2015-12-28",1,"Protests","Excessive force against protesters","Protesters (Ethiopia)","Students (Ethiopia); Oromo Ethnic Group (Ethiopia)",6,"Police Forces of Ethiopia (1995-2018)","",1,16,"Eastern Africa","Oromia","North Shewa","Hidabu Abote","Ejere",9.917,38.517,1,"Ethiopia Human Rights Project; Local Source","Other-Subnational",0
833,"2015-12-28",1,"Protests","Excessive force against protesters","Protesters (Ethiopia)","Students (Ethiopia); Oromo Ethnic Group (Ethiopia)",6,"Police Forces of Ethiopia (1995-2018)","",1,16,"Eastern Africa","Oromia","East Wellega","Guto Gida","Nekemt",9.083,36.55,1,"Local Source","Subnational",0
834,"2015-12-28",1,"Protests","Protest with intervention","Protesters (Ethiopia)","Students (Ethiopia); Oromo Ethnic Group (Ethiopia)",6,"Military Forces of Ethiopia (1995-2018)","",1,16,"Eastern Africa","Oromia","East Shewa","Adama","Nazreth",8.55,39.267,1,"Local Source","Subnational",0
835,"2015-12-29",1,"Protests","Protest with intervention","Protesters (Ethiopia)","Students (Ethiopia); Oromo Ethnic Group (Ethiopia)",6,"Military Forces of Ethiopia (1995-2018)","",1,16,"Eastern Africa","Oromia","East Shewa","Lome","Ejere",8.783,39.267,1,"Local Source","Subnational",0
836,"2015-12-29",1,"Protests","Excessive force against protesters","Protesters (Ethiopia)","Students (Ethiopia); Oromo Ethnic Group (Ethiopia)",6,"Military Forces of Ethiopia (1995-2018)","",1,16,"Eastern Africa","Oromia","West Shewa","Ambo Zuria","Ambo",8.983,37.85,1,"Local Source","Subnational",0
837,"2015-12-29",1,"Protests","Excessive force against protesters","Military Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Students (Ethiopia); Oromo Ethnic Group (Ethiopia); Teachers (Ethiopia)",6,16,"Eastern Africa","Oromia","Horo Gudru Welega","Jarte Jardega","Jardega",9.817,37.05,1,"Local Source","Subnational",1
